,date,humidity1,vibration1,humidity2,vibration2,temperature,distance,status
0,2022-02-03 10:15:02,78,2.367,77,1.267,38.79,2,basah ke basah
1,2022-02-03 10:15:03,78,2.367,77,1.267,38.79,2,basah ke basah
2,2022-02-03 10:15:04,78,2.367,77,1.267,38.78,2,basah ke basah
3,2022-02-03 10:15:05,78,2.367,77,1.267,38.78,2,basah ke basah
4,2022-02-03 10:15:06,78,2.367,77,1.267,38.77,2,basah ke basah
5,2022-02-03 10:15:07,78,2.367,77,1.267,38.77,2,basah ke basah
6,2022-02-03 10:15:08,78,2.367,77,1.267,38.77,2,basah ke basah
7,2022-02-03 10:15:09,78,2.367,77,1.267,38.77,2,basah ke basah
8,2022-02-03 10:15:10,78,2.367,77,1.267,38.760000000000005,2,basah ke basah
9,2022-02-03 10:15:11,78,2.367,77,1.267,38.760000000000005,2,basah ke basah
10,2022-02-03 10:15:12,78,2.367,77,1.267,38.760000000000005,2,basah ke basah
11,2022-02-03 10:15:13,78,2.367,77,1.267,38.75000000000001,2,basah ke basah
12,2022-02-03 10:15:14,78,2.367,77,1.267,38.74000000000001,2,basah ke basah
13,2022-02-03 10:15:15,78,2.367,77,1.267,38.73000000000001,2,basah ke basah
14,2022-02-03 10:15:16,78,2.258,77,1.267,38.73000000000001,2,basah ke basah
15,2022-02-03 10:15:17,78,2.258,77,1.267,38.73000000000001,2,basah ke basah
16,2022-02-03 10:15:18,78,2.258,77,1.267,38.72000000000001,2,basah ke basah
17,2022-02-03 10:15:19,78,2.258,77,1.267,38.72000000000001,2,basah ke basah
18,2022-02-03 10:15:20,78,2.258,77,1.267,38.710000000000015,2,basah ke basah
19,2022-02-03 10:15:21,78,2.258,77,1.267,38.70000000000002,2,basah ke basah
20,2022-02-03 10:15:22,78,2.258,77,1.267,38.69000000000002,2,basah ke basah
21,2022-02-03 10:15:23,78,2.226,77,1.267,38.69000000000002,2,basah ke basah
22,2022-02-03 10:15:24,78,2.226,77,1.267,38.69000000000002,2,basah ke basah
23,2022-02-03 10:15:25,78,2.226,77,1.267,38.69000000000002,2,basah ke basah
24,2022-02-03 10:15:26,78,2.226,77,1.267,38.68000000000002,2,basah ke basah
25,2022-02-03 10:15:27,78,2.226,77,1.267,38.68000000000002,2,basah ke basah
26,2022-02-03 10:15:28,78,2.226,77,1.267,38.68000000000002,2,basah ke basah
27,2022-02-03 10:15:29,78,2.226,78,1.267,38.67000000000002,2,basah ke basah
28,2022-02-03 10:15:30,78,2.226,78,1.267,38.660000000000025,2,basah ke basah
29,2022-02-03 10:15:31,78,2.226,78,1.267,38.65000000000003,2,basah ke basah
30,2022-02-03 10:15:32,78,2.226,78,1.267,38.64000000000003,2,basah ke basah
31,2022-02-03 10:15:33,78,2.226,78,1.267,38.63000000000003,2,basah ke basah
32,2022-02-03 10:15:34,78,2.226,78,1.267,38.62000000000003,2,basah ke basah
33,2022-02-03 10:15:35,78,2.186,78,1.267,38.610000000000035,2,basah ke basah
34,2022-02-03 10:15:36,78,2.186,78,1.267,38.610000000000035,2,basah ke basah
35,2022-02-03 10:15:37,78,2.186,78,1.267,38.60000000000004,2,basah ke basah
36,2022-02-03 10:15:38,78,2.186,78,1.267,38.60000000000004,2,basah ke basah
37,2022-02-03 10:15:39,78,2.186,78,1.267,38.60000000000004,2,basah ke basah
38,2022-02-03 10:15:40,78,2.186,78,1.267,38.60000000000004,2,basah ke basah
39,2022-02-03 10:15:41,78,2.058,78,1.267,38.60000000000004,2,basah ke basah
40,2022-02-03 10:15:42,78,2.058,78,1.267,38.60000000000004,2,basah ke basah
41,2022-02-03 10:15:43,78,2.058,78,1.267,38.59000000000004,2,basah ke basah
