,date,humidity1,vibration1,humidity2,vibration2,temperature,distance,status
0,2022-02-04 10:34:02,78,2.367,42,1.267,35.4,2,basah ke kering
1,2022-02-04 10:34:03,78,2.367,42,1.267,35.39,2,basah ke kering
2,2022-02-04 10:34:04,78,2.367,42,1.267,35.39,2,basah ke kering
3,2022-02-04 10:34:05,78,2.367,42,1.267,35.39,2,basah ke kering
4,2022-02-04 10:34:06,78,2.367,42,1.267,35.38,2,basah ke kering
5,2022-02-04 10:34:07,78,2.367,42,1.267,35.38,2,basah ke kering
6,2022-02-04 10:34:08,78,2.367,42,1.267,35.38,2,basah ke kering
7,2022-02-04 10:34:09,78,2.367,42,1.267,35.38,2,basah ke kering
8,2022-02-04 10:34:10,78,2.367,42,1.267,35.38,2,basah ke kering
9,2022-02-04 10:34:11,78,2.367,42,1.1669999999999998,35.370000000000005,2,basah ke kering
10,2022-02-04 10:34:12,78,2.367,42,1.1669999999999998,35.36000000000001,2,basah ke kering
11,2022-02-04 10:34:13,78,2.367,42,1.1669999999999998,35.36000000000001,2,basah ke kering
12,2022-02-04 10:34:14,78,2.367,42,1.1669999999999998,35.36000000000001,2,basah ke kering
13,2022-02-04 10:34:15,78,2.367,42,1.1669999999999998,35.36000000000001,2,basah ke kering
14,2022-02-04 10:34:16,78,2.367,42,1.1669999999999998,35.35000000000001,2,basah ke kering
15,2022-02-04 10:34:17,78,2.367,42,1.1669999999999998,35.34000000000001,2,basah ke kering
16,2022-02-04 10:34:18,78,2.367,42,1.1669999999999998,35.33000000000001,2,basah ke kering
17,2022-02-04 10:34:19,78,2.367,42,1.1669999999999998,35.33000000000001,2,basah ke kering
18,2022-02-04 10:34:20,78,2.367,42,1.1669999999999998,35.320000000000014,2,basah ke kering
19,2022-02-04 10:34:21,78,2.367,42,1.1669999999999998,35.320000000000014,2,basah ke kering
20,2022-02-04 10:34:22,78,2.367,42,1.1669999999999998,35.31000000000002,2,basah ke kering
21,2022-02-04 10:34:23,78,2.367,42,1.1669999999999998,35.31000000000002,2,basah ke kering
22,2022-02-04 10:34:24,78,2.367,42,1.1669999999999998,35.30000000000002,2,basah ke kering
23,2022-02-04 10:34:25,78,2.367,42,1.1669999999999998,35.30000000000002,2,basah ke kering
24,2022-02-04 10:34:26,78,2.367,42,1.1669999999999998,35.30000000000002,2,basah ke kering
25,2022-02-04 10:34:27,78,2.367,42,1.1669999999999998,35.30000000000002,2,basah ke kering
26,2022-02-04 10:34:28,78,2.367,42,1.1669999999999998,35.30000000000002,2,basah ke kering
27,2022-02-04 10:34:29,78,2.367,42,1.1669999999999998,35.29000000000002,2,basah ke kering
28,2022-02-04 10:34:30,78,2.367,42,1.1669999999999998,35.28000000000002,2,basah ke kering
