,date,humidity,temperature,ambient humidity,ambient temperature,light,status
0,2023-04-01 11:20:02,40,38.0392,54,32.9992,45020,siram
1,2023-04-01 11:20:03,40,38.0384,54,32.998400000000004,45020,siram
2,2023-04-01 11:20:04,40,38.037600000000005,54,32.997600000000006,45021,siram
3,2023-04-01 11:20:05,40,38.03680000000001,54,32.99680000000001,45023,siram
4,2023-04-01 11:20:06,40,38.03600000000001,54,32.99600000000001,45022,siram
5,2023-04-01 11:20:07,40,38.03520000000001,54,32.99520000000001,45020,siram
6,2023-04-01 11:20:08,40,38.03440000000001,54,32.99440000000001,45021,siram
7,2023-04-01 11:20:09,40,38.033600000000014,54,32.993600000000015,45022,siram
8,2023-04-01 11:20:10,40,38.032800000000016,54,32.99280000000002,45024,siram
9,2023-04-01 11:20:11,40,38.03200000000002,54,32.99200000000002,45024,siram
10,2023-04-01 11:20:12,40,38.03120000000002,54,32.99120000000002,45024,siram
11,2023-04-01 11:20:13,40,38.03040000000002,54,32.99040000000002,45023,siram
12,2023-04-01 11:20:14,40,38.02960000000002,54,32.989600000000024,45021,siram
13,2023-04-01 11:20:15,40,38.028800000000025,54,32.988800000000026,45022,siram
14,2023-04-01 11:20:16,40,38.02800000000003,54,32.98800000000003,45024,siram
15,2023-04-01 11:20:17,40,38.02720000000003,54,32.98720000000003,45024,siram
16,2023-04-01 11:20:18,40,38.02640000000003,54,32.98640000000003,45025,siram
17,2023-04-01 11:20:19,40,38.02560000000003,54,32.985600000000034,45027,siram
18,2023-04-01 11:20:20,40,38.024800000000035,54,32.984800000000035,45026,siram
19,2023-04-01 11:20:21,40,38.024000000000036,54,32.98400000000004,45024,siram
20,2023-04-01 11:20:22,40,38.02320000000004,54,32.98320000000004,45025,siram
21,2023-04-01 11:20:23,40,38.02240000000004,54,32.98240000000004,45026,siram
22,2023-04-01 11:20:24,40,38.02160000000004,54,32.98160000000004,45028,siram
23,2023-04-01 11:20:25,41,38.020780000000045,54,32.980780000000046,45027,siram
24,2023-04-01 11:20:26,41,38.01996000000005,54,32.97996000000005,45026,siram
