,date,humidity,temperature,ambient humidity,ambient temperature,light,status
0,2023-04-04 13:36:02,98,30.19196,52,33.003,16780,mengering
1,2023-04-04 13:36:03,97,30.193900000000003,52,33.006,16779,mengering
2,2023-04-04 13:36:04,97,30.195840000000004,52,33.009,16779,mengering
3,2023-04-04 13:36:05,97,30.197780000000005,52,33.012,16780,mengering
4,2023-04-04 13:36:06,97,30.199720000000006,52,33.015,16780,mengering
5,2023-04-04 13:36:07,97,30.201660000000007,52,33.018,16781,mengering
6,2023-04-04 13:36:08,97,30.20360000000001,52,33.021,16781,mengering
7,2023-04-04 13:36:09,97,30.20554000000001,52,33.024,16782,mengering
8,2023-04-04 13:36:10,97,30.20748000000001,52,33.027,16782,mengering
9,2023-04-04 13:36:11,97,30.209420000000012,52,33.03,16781,mengering
10,2023-04-04 13:36:12,97,30.211360000000013,52,33.033,16781,mengering
11,2023-04-04 13:36:13,97,30.213300000000014,52,33.036,16780,mengering
12,2023-04-04 13:36:14,97,30.215240000000016,52,33.039,16780,mengering
13,2023-04-04 13:36:15,97,30.217180000000017,52,33.042,16781,mengering
14,2023-04-04 13:36:16,97,30.219120000000018,52,33.045,16781,mengering
15,2023-04-04 13:36:17,97,30.22106000000002,52,33.048,16782,mengering
16,2023-04-04 13:36:18,97,30.22300000000002,52,33.051,16783,mengering
17,2023-04-04 13:36:19,97,30.22494000000002,52,33.054,16782,mengering
18,2023-04-04 13:36:20,97,30.226880000000023,52,33.057,16783,mengering
19,2023-04-04 13:36:21,97,30.228820000000024,52,33.06,16783,mengering
20,2023-04-04 13:36:22,97,30.230760000000025,52,33.063,16784,mengering
21,2023-04-04 13:36:23,97,30.232700000000026,52,33.066,16784,mengering
22,2023-04-04 13:36:24,97,30.234640000000027,52,33.069,16785,mengering
23,2023-04-04 13:36:25,97,30.23658000000003,52,33.072,16784,mengering
24,2023-04-04 13:36:26,97,30.23852000000003,52,33.075,16784,mengering
25,2023-04-04 13:36:27,97,30.24046000000003,52,33.078,16783,mengering
26,2023-04-04 13:36:28,97,30.242400000000032,52,33.081,16782,mengering
27,2023-04-04 13:36:29,97,30.244340000000033,52,33.084,16781,mengering
28,2023-04-04 13:36:30,97,30.246280000000034,52,33.087,16782,mengering
29,2023-04-04 13:36:31,97,30.248220000000035,52,33.09,16781,mengering
30,2023-04-04 13:36:32,97,30.250160000000037,52,33.093,16781,mengering
31,2023-04-04 13:36:33,97,30.252100000000038,52,33.096000000000004,16781,mengering
32,2023-04-04 13:36:34,97,30.25404000000004,52,33.099000000000004,16781,mengering
33,2023-04-04 13:36:35,97,30.25598000000004,52,33.102000000000004,16781,mengering
34,2023-04-04 13:36:36,97,30.25792000000004,52,33.105000000000004,16781,mengering
35,2023-04-04 13:36:37,97,30.259860000000042,52,33.108000000000004,16782,mengering
36,2023-04-04 13:36:38,97,30.261800000000044,52,33.111000000000004,16781,mengering
37,2023-04-04 13:36:39,97,30.263740000000045,52,33.114000000000004,16782,mengering
38,2023-04-04 13:36:40,97,30.265680000000046,52,33.117000000000004,16782,mengering
39,2023-04-04 13:36:41,97,30.267620000000047,52,33.120000000000005,16783,mengering
40,2023-04-04 13:36:42,97,30.269560000000048,52,33.123000000000005,16782,mengering
41,2023-04-04 13:36:43,97,30.27150000000005,52,33.126000000000005,16781,mengering
42,2023-04-04 13:36:44,97,30.27344000000005,52,33.129000000000005,16780,mengering
43,2023-04-04 13:36:45,97,30.27538000000005,52,33.132000000000005,16780,mengering
44,2023-04-04 13:36:46,97,30.277320000000053,52,33.135000000000005,16780,mengering
45,2023-04-04 13:36:47,97,30.279260000000054,52,33.138000000000005,16781,mengering
46,2023-04-04 13:36:48,97,30.281200000000055,52,33.141000000000005,16780,mengering
47,2023-04-04 13:36:49,97,30.283140000000056,52,33.144000000000005,16781,mengering
48,2023-04-04 13:36:50,97,30.285080000000058,52,33.147000000000006,16781,mengering
49,2023-04-04 13:36:51,97,30.28702000000006,52,33.150000000000006,16780,mengering
50,2023-04-04 13:36:52,97,30.28896000000006,52,33.153000000000006,16779,mengering
51,2023-04-04 13:36:53,97,30.29090000000006,53,33.156000000000006,16779,mengering
52,2023-04-04 13:36:54,97,30.292840000000062,53,33.159000000000006,16780,mengering
53,2023-04-04 13:36:55,97,30.294780000000063,53,33.162000000000006,16779,mengering
54,2023-04-04 13:36:56,97,30.296720000000064,53,33.165000000000006,16779,mengering
55,2023-04-04 13:36:57,97,30.298660000000066,53,33.168000000000006,16778,mengering
56,2023-04-04 13:36:58,97,30.300600000000067,53,33.17100000000001,16777,mengering
57,2023-04-04 13:36:59,97,30.302540000000068,53,33.17400000000001,16777,mengering
58,2023-04-04 13:37:00,97,30.30448000000007,53,33.17700000000001,16776,mengering
