,date,humidity,temperature,ambient humidity,ambient temperature,light,status
0,2023-04-01 12:15:02,97,32.04194,56,32.0032,45022,mengering
1,2023-04-01 12:15:03,97,32.043879999999994,54,32.0064,45021,mengering
2,2023-04-01 12:15:04,97,32.04581999999999,54,32.0096,45021,mengering
3,2023-04-01 12:15:05,97,32.04775999999999,54,32.0128,45020,mengering
4,2023-04-01 12:15:06,97,32.04969999999999,54,32.016,45021,mengering
5,2023-04-01 12:15:07,97,32.051639999999985,54,32.0192,45022,mengering
6,2023-04-01 12:15:08,97,32.05357999999998,54,32.0224,45022,mengering
7,2023-04-01 12:15:09,97,32.05551999999998,54,32.0256,45022,mengering
8,2023-04-01 12:15:10,97,32.05745999999998,54,32.0288,45022,mengering
9,2023-04-01 12:15:11,97,32.059399999999975,54,32.032,45023,mengering
10,2023-04-01 12:15:12,97,32.06133999999997,54,32.035199999999996,45024,mengering
11,2023-04-01 12:15:13,97,32.06327999999997,54,32.038399999999996,45023,mengering
12,2023-04-01 12:15:14,97,32.06521999999997,54,32.041599999999995,45024,mengering
13,2023-04-01 12:15:15,97,32.067159999999966,54,32.044799999999995,45023,mengering
14,2023-04-01 12:15:16,97,32.06909999999996,54,32.047999999999995,45023,mengering
15,2023-04-01 12:15:17,97,32.07103999999996,54,32.051199999999994,45022,mengering
16,2023-04-01 12:15:18,97,32.07297999999996,54,32.054399999999994,45023,mengering
17,2023-04-01 12:15:19,97,32.074919999999956,54,32.057599999999994,45023,mengering
18,2023-04-01 12:15:20,97,32.076859999999954,54,32.06079999999999,45023,mengering
19,2023-04-01 12:15:21,97,32.07879999999995,54,32.06399999999999,45024,mengering
20,2023-04-01 12:15:22,97,32.08073999999995,54,32.06719999999999,45025,mengering
21,2023-04-01 12:15:23,97,32.08267999999995,54,32.07039999999999,45026,mengering
22,2023-04-01 12:15:24,97,32.084619999999944,54,32.07359999999999,45025,mengering
23,2023-04-01 12:15:25,97,32.08655999999994,54,32.07679999999999,45024,mengering
24,2023-04-01 12:15:26,97,32.08849999999994,54,32.07999999999999,45023,mengering
25,2023-04-01 12:15:27,97,32.09043999999994,54,32.08319999999999,45023,mengering
26,2023-04-01 12:15:28,97,32.092379999999935,54,32.08639999999999,45024,mengering
27,2023-04-01 12:15:29,97,32.09431999999993,54,32.08959999999999,45024,mengering
28,2023-04-01 12:15:30,97,32.09625999999993,54,32.09279999999999,45025,mengering
29,2023-04-01 12:15:31,97,32.09819999999993,54,32.09599999999999,45026,mengering
30,2023-04-01 12:15:32,97,32.100139999999925,54,32.09919999999999,45025,mengering
31,2023-04-01 12:15:33,97,32.10207999999992,54,32.10239999999999,45024,mengering
32,2023-04-01 12:15:34,97,32.10401999999992,54,32.10559999999999,45023,mengering
33,2023-04-01 12:15:35,97,32.10595999999992,54,32.10879999999999,45024,mengering
34,2023-04-01 12:15:36,97,32.107899999999916,54,32.11199999999999,45024,mengering
35,2023-04-01 12:15:37,97,32.10983999999991,54,32.11519999999999,45024,mengering
36,2023-04-01 12:15:38,97,32.11177999999991,54,32.11839999999999,45025,mengering
37,2023-04-01 12:15:39,97,32.11371999999991,54,32.12159999999999,45026,mengering
38,2023-04-01 12:15:40,97,32.115659999999906,54,32.124799999999986,45027,mengering
39,2023-04-01 12:15:41,97,32.117599999999904,54,32.127999999999986,45026,mengering
40,2023-04-01 12:15:42,97,32.1195399999999,54,32.131199999999986,45026,mengering
